,Date,cointegration_today,Date,cointegration_from_yesterday,,Date,cointegration_today,Date,cointegration_from_yesterday,,Date,cointegration_today,Date,cointegration_from_yesterday,,Date,cointegration_today,Date,cointegration_from_yesterday,,Date,cointegration_today,Date,cointegration_from_yesterday,,Date,cointegration_today,Date,cointegration_from_yesterday,,Date,cointegration_today,Date,cointegration_from_yesterday
173,2017/11/22 22:53,1471.083933,2017/11/23 22:23,1465.138964,,2017/11/23 22:23,1472.878094,2017/11/26 21:53,1478.12712,,2017/11/26 21:53,1498.904448,2017/11/27 21:53,1500.875221,,2017/11/27 21:53,1404.11791,2017/11/28 21:53,1395.906594,,2017/11/28 21:53,1490.835731,2017/11/29 21:53,1496.340502,,2017/11/29 21:53,1371.837706,2017/11/30 21:53,1371.899977,,2017/11/30 21:53,1413.909911,2017/12/3 21:53,1416.343241
174,2017/11/22 22:54,1471.03726,2017/11/23 22:24,1465.183184,,2017/11/23 22:24,1472.921897,2017/11/26 21:54,1478.083318,,2017/11/26 21:54,1498.861996,2017/11/27 21:54,1500.875221,,2017/11/27 21:54,1404.11791,2017/11/28 21:54,1395.924237,,2017/11/28 21:54,1490.861993,2017/11/29 21:54,1496.435573,,2017/11/29 21:54,1371.916356,2017/11/30 21:54,1371.978627,,2017/11/30 21:54,1413.993529,2017/12/3 21:54,1416.222414
175,2017/11/22 22:55,1471.083933,2017/11/23 22:25,1465.271624,,2017/11/23 22:25,1473.009502,2017/11/26 21:55,1478.12712,,2017/11/26 21:55,1498.904448,2017/11/27 21:55,1500.917673,,2017/11/27 21:55,1404.164693,2017/11/28 21:55,1395.971021,,2017/11/28 21:55,1490.904541,2017/11/29 21:55,1496.350477,,2017/11/29 21:55,1371.821327,2017/11/30 21:55,1372.073657,,2017/11/30 21:55,1414.086349,2017/12/3 21:55,1416.083184
176,2017/11/22 22:56,1471.083933,2017/11/23 22:26,1465.227404,,2017/11/23 22:26,1472.965699,2017/11/26 21:56,1478.151231,,2017/11/26 21:56,1498.930865,2017/11/27 21:56,1500.917673,,2017/11/27 21:56,1404.164693,2017/11/28 21:56,1395.906594,,2017/11/28 21:56,1490.835731,2017/11/29 21:56,1496.658288,,2017/11/29 21:56,1372.137551,2017/11/30 21:56,1372.168686,,2017/11/30 21:56,1414.179169,2017/12/3 21:56,1416.296831
177,2017/11/22 22:57,1471.270625,2017/11/23 22:27,1465.138964,,2017/11/23 22:27,1472.878094,2017/11/26 21:57,1478.315588,,2017/11/26 21:57,1499.105401,2017/11/27 21:57,1500.970506,,2017/11/27 21:57,1404.199979,2017/11/28 21:57,1395.906594,,2017/11/28 21:57,1490.835731,2017/11/29 21:57,1495.822597,,2017/11/29 21:57,1371.396941,2017/11/30 21:57,1372.168686,,2017/11/30 21:57,1414.179169,2017/12/3 21:57,1416.501277
178,2017/11/22 22:58,1471.580165,2017/11/23 22:28,1465.138964,,2017/11/23 22:28,1472.878094,2017/11/26 21:58,1478.490798,,2017/11/26 21:58,1499.275208,2017/11/27 21:58,1500.917673,,2017/11/27 21:58,1404.164693,2017/11/28 21:58,1395.824525,,2017/11/28 21:58,1490.74066,2017/11/29 21:58,1495.8625,,2017/11/29 21:58,1371.331424,2017/11/30 21:58,1372.042521,,2017/11/30 21:58,1414.04914,2017/12/3 21:58,1416.622104
179,2017/11/22 22:59,1471.624385,2017/11/23 22:29,1465.094744,,2017/11/23 22:29,1472.834291,2017/11/26 21:59,1478.534601,,2017/11/26 21:59,1499.31766,2017/11/27 21:59,1500.832769,,2017/11/27 21:59,1404.071126,2017/11/28 21:59,1395.684173,,2017/11/28 21:59,1490.613016,2017/11/29 21:59,1496.160335,,2017/11/29 21:59,1371.664027,2017/11/30 21:59,1372.090036,,2017/11/30 21:59,1414.09555,2017/12/3 21:59,1417.086203
180,2017/11/22 23:00,1471.850391,2017/11/23 22:30,1465.048071,,2017/11/23 22:30,1472.78607,2017/11/26 22:00,1478.219145,,2017/11/26 22:00,1498.999734,2017/11/27 22:00,1500.832769,,2017/11/27 22:00,1404.071126,2017/11/28 22:00,1395.648888,,2017/11/28 22:00,1490.560493,2017/11/29 22:00,1495.970192,,2017/11/29 22:00,1371.506727,2017/11/30 22:00,1372.042521,,2017/11/30 22:00,1414.04914,2017/12/3 22:00,1416.770535
181,2017/11/22 23:01,1471.897064,2017/11/23 22:31,1465.229857,,2017/11/23 22:31,1472.970118,2017/11/26 22:01,1478.219145,,2017/11/26 22:01,1498.999734,2017/11/27 22:01,1500.832769,,2017/11/27 22:01,1404.071126,2017/11/28 22:01,1395.48475,,2017/11/28 22:01,1490.37035,2017/11/29 22:01,1495.87512,,2017/11/29 22:01,1371.428077,2017/11/30 22:01,1372.010574,,2017/11/30 22:01,1414.021335,2017/12/3 22:01,1416.835348
182,2017/11/22 23:02,1471.985504,2017/11/23 22:32,1465.318297,,2017/11/23 22:32,1473.057723,2017/11/26 22:02,1478.243255,,2017/11/26 22:02,1499.026151,2017/11/27 22:02,1500.875221,,2017/11/27 22:02,1404.11791,2017/11/28 22:02,1395.227044,,2017/11/28 22:02,1490.095112,2017/11/29 22:02,1495.917668,,2017/11/29 22:02,1371.475591,2017/11/30 22:02,1372.026142,,2017/11/30 22:02,1414.039939,2017/12/3 22:02,1416.631305
183,2017/11/22 23:03,1471.959715,2017/11/23 22:33,1465.271624,,2017/11/23 22:33,1473.009502,2017/11/26 22:03,1478.243255,,2017/11/26 22:03,1499.026151,2017/11/27 22:03,1500.917673,,2017/11/27 22:03,1404.164693,2017/11/28 22:03,1395.133476,,2017/11/28 22:03,1490.010016,2017/11/29 22:03,1495.832573,,2017/11/29 22:03,1371.380562,2017/11/30 22:03,1372.026142,,2017/11/30 22:03,1414.039939,2017/12/3 22:03,1416.863355
184,2017/11/22 23:04,1471.803718,2017/11/23 22:34,1465.134058,,2017/11/23 22:34,1472.869256,2017/11/26 22:04,1478.403193,,2017/11/26 22:04,1499.190305,2017/11/27 22:04,1500.944089,,2017/11/27 22:04,1404.182336,2017/11/28 22:04,1395.121977,,2017/11/28 22:04,1490.019992,2017/11/29 22:04,1495.885096,,2017/11/29 22:04,1371.411697,2017/11/30 22:04,1372.010574,,2017/11/30 22:04,1414.021335,2017/12/3 22:04,1416.826146
185,2017/11/22 23:05,1471.759498,2017/11/23 22:35,1464.780298,,2017/11/23 22:35,1472.518835,2017/11/26 22:05,1478.442577,,2017/11/26 22:05,1499.222374,2017/11/27 22:05,1500.960124,,2017/11/27 22:05,1404.211477,2017/11/28 22:05,1395.262329,,2017/11/28 22:05,1490.147635,2017/11/29 22:05,1495.557334,,2017/11/29 22:05,1371.128233,2017/11/30 22:05,1372.010574,,2017/11/30 22:05,1414.021335,2017/12/3 22:05,1416.668312
186,2017/11/22 23:06,1471.850391,2017/11/23 22:36,1464.912958,,2017/11/23 22:36,1472.650243,2017/11/26 22:06,1478.354971,,2017/11/26 22:06,1499.137471,2017/11/27 22:06,1500.917673,,2017/11/27 22:06,1404.164693,2017/11/28 22:06,1395.368184,,2017/11/28 22:06,1490.305206,2017/11/29 22:06,1495.951261,,2017/11/29 22:06,1371.361748,2017/11/30 22:06,1372.057277,,2017/11/30 22:06,1414.077148,2017/12/3 22:06,1416.510478
187,2017/11/22 23:07,1471.757045,2017/11/23 22:37,1464.596059,,2017/11/23 22:37,1472.330367,2017/11/26 22:07,1478.398774,,2017/11/26 22:07,1499.179923,2017/11/27 22:07,1500.917673,,2017/11/27 22:07,1404.164693,2017/11/28 22:07,1395.55532,,2017/11/28 22:07,1490.475397,2017/11/29 22:07,1496.376739,,2017/11/29 22:07,1371.836895,2017/11/30 22:07,1372.294851,,2017/11/30 22:07,1414.309197,2017/12/3 22:07,1416.510478
188,2017/11/22 23:08,1471.712825,2017/11/23 22:38,1464.551839,,2017/11/23 22:38,1472.286565,2017/11/26 22:08,1478.490798,,2017/11/26 22:08,1499.275208,2017/11/27 22:08,1500.917673,,2017/11/27 22:08,1404.164693,2017/11/28 22:08,1395.602104,,2017/11/28 22:08,1490.517945,2017/11/29 22:08,1496.393025,,2017/11/29 22:08,1371.868842,2017/11/30 22:08,1372.121171,,2017/11/30 22:08,1414.132759,2017/12/3 22:08,1416.900563
189,2017/11/22 23:09,1471.582618,2017/11/23 22:39,1464.645185,,2017/11/23 22:39,1472.383008,2017/11/26 22:09,1478.490798,,2017/11/26 22:09,1499.275208,2017/11/27 22:09,1500.875221,,2017/11/27 22:09,1404.11791,2017/11/28 22:09,1395.566819,,2017/11/28 22:09,1490.465421,2017/11/29 22:09,1496.209193,,2017/11/29 22:09,1371.759868,2017/11/30 22:09,1372.214577,,2017/11/30 22:09,1414.244384,2017/12/3 22:09,1416.984182
190,2017/11/22 23:10,1471.759498,2017/11/23 22:40,1464.689405,,2017/11/23 22:40,1472.426811,2017/11/26 22:10,1478.403193,,2017/11/26 22:10,1499.190305,2017/11/27 22:10,1500.944089,,2017/11/27 22:10,1404.182336,2017/11/28 22:10,1395.566819,,2017/11/28 22:10,1490.465421,2017/11/29 22:10,1495.960216,,2017/11/29 22:10,1371.523106,2017/11/30 22:10,1372.262092,,2017/11/30 22:10,1414.290794,2017/12/3 22:10,1416.974779
191,2017/11/22 23:11,1471.715278,2017/11/23 22:41,1464.733625,,2017/11/23 22:41,1472.470613,2017/11/26 22:11,1478.534601,,2017/11/26 22:11,1499.31766,2017/11/27 22:11,1500.986541,,2017/11/27 22:11,1404.22912,2017/11/28 22:11,1395.473251,,2017/11/28 22:11,1490.380326,2017/11/29 22:11,1495.790025,,2017/11/29 22:11,1371.333047,2017/11/30 22:11,1372.751995,,2017/11/30 22:11,1414.782901,2017/12/3 22:11,1416.835549
192,2017/11/22 23:12,1471.759498,2017/11/23 22:42,1464.777845,,2017/11/23 22:42,1472.514416,2017/11/26 22:12,1478.554293,,2017/11/26 22:12,1499.333695,2017/11/27 22:12,1501.012958,,2017/11/27 22:12,1404.246763,2017/11/28 22:12,1395.566819,,2017/11/28 22:12,1490.465421,2017/11/29 22:12,1495.419715,,2017/11/29 22:12,1371.002068,2017/11/30 22:12,1372.877348,,2017/11/30 22:12,1414.922332,2017/12/3 22:12,1416.770535
193,2017/11/22 23:13,1471.803718,2017/11/23 22:43,1464.826971,,2017/11/23 22:43,1472.567057,2017/11/26 22:13,1478.490798,,2017/11/26 22:13,1499.275208,2017/11/27 22:13,1500.970506,,2017/11/27 22:13,1404.199979,2017/11/28 22:13,1395.777741,,2017/11/28 22:13,1490.698112,2017/11/29 22:13,1495.514786,,2017/11/29 22:13,1371.080718,2017/11/30 22:13,1372.987945,,2017/11/30 22:13,1415.033756,2017/12/3 22:13,1416.594097
194,2017/11/22 23:14,1471.803718,2017/11/23 22:44,1464.915411,,2017/11/23 22:44,1472.654662,2017/11/26 22:14,1478.490798,,2017/11/26 22:14,1499.275208,2017/11/27 22:14,1501.012958,,2017/11/27 22:14,1404.246763,2017/11/28 22:14,1395.859811,,2017/11/28 22:14,1490.793184,2017/11/29 22:14,1495.777404,,2017/11/29 22:14,1371.236395,2017/11/30 22:14,1373.082975,,2017/11/30 22:14,1415.126576,2017/12/3 22:14,1416.816945
195,2017/11/22 23:15,1471.985504,2017/11/23 22:45,1464.962084,,2017/11/23 22:45,1472.702884,2017/11/26 22:15,1478.534601,,2017/11/26 22:15,1499.31766,2017/11/27 22:15,1501.012958,,2017/11/27 22:15,1404.246763,2017/11/28 22:15,1395.906594,,2017/11/28 22:15,1490.835731,2017/11/29 22:15,1496.032691,,2017/11/29 22:15,1371.521483,2017/11/30 22:15,1372.987945,,2017/11/30 22:15,1415.033756,2017/12/3 22:15,1416.816945
196,2017/11/22 23:16,1472.351529,2017/11/23 22:46,1465.590976,,2017/11/23 22:46,1473.333796,2017/11/26 22:16,1478.51049,,2017/11/26 22:16,1499.291243,2017/11/27 22:16,1500.832769,,2017/11/27 22:16,1404.071126,2017/11/28 22:16,1395.953378,,2017/11/28 22:16,1490.878279,2017/11/29 22:16,1495.907692,,2017/11/29 22:16,1371.491971,2017/11/30 22:16,1372.94043,,2017/11/30 22:16,1414.987346,2017/12/3 22:16,1416.640506
197,2017/11/22 23:17,1472.661069,2017/11/23 22:47,1465.723636,,2017/11/23 22:47,1473.465204,2017/11/26 22:17,1478.466688,,2017/11/26 22:17,1499.248791,2017/11/27 22:17,1500.642198,,2017/11/27 22:17,1403.906987,2017/11/28 22:17,1395.977165,,2017/11/28 22:17,1490.940779,2017/11/29 22:17,1495.895072,,2017/11/29 22:17,1371.395318,2017/11/30 22:17,1373.146057,,2017/11/30 22:17,1415.19159,2017/12/3 22:17,1416.677715
198,2017/11/22 23:18,1473.047977,2017/11/23 22:48,1465.770309,,2017/11/23 22:48,1473.513426,2017/11/26 22:18,1478.442577,,2017/11/26 22:18,1499.222374,2017/11/27 22:18,1500.504461,,2017/11/27 22:18,1403.778134,2017/11/28 22:18,1396.24637,,2017/11/28 22:18,1491.206041,2017/11/29 22:18,1495.970192,,2017/11/29 22:18,1371.506727,2017/11/30 22:18,1373.082975,,2017/11/30 22:18,1415.126576,2017/12/3 22:18,1416.816945
199,2017/11/22 23:19,1473.28996,2017/11/23 22:49,1465.770309,,2017/11/23 22:49,1473.513426,2017/11/26 22:19,1478.442577,,2017/11/26 22:19,1499.222374,2017/11/27 22:19,1500.462009,,2017/11/27 22:19,1403.73135,2017/11/28 22:19,1396.199586,,2017/11/28 22:19,1491.163494,2017/11/29 22:19,1495.970192,,2017/11/29 22:19,1371.506727,2017/11/30 22:19,1373.03546,,2017/11/30 22:19,1415.080166,2017/12/3 22:19,1416.816945
200,2017/11/22 23:20,1473.28996,2017/11/23 22:50,1465.814529,,2017/11/23 22:50,1473.557228,2017/11/26 22:20,1478.262947,,2017/11/26 22:20,1499.042185,2017/11/27 22:20,1500.462009,,2017/11/27 22:20,1403.73135,2017/11/28 22:20,1396.070733,,2017/11/28 22:20,1491.025874,2017/11/29 22:20,1496.176621,,2017/11/29 22:20,1371.695974,2017/11/30 22:20,1373.067407,,2017/11/30 22:20,1415.107972,2017/12/3 22:20,1416.770535
201,2017/11/22 23:21,1473.196615,2017/11/23 22:51,1466.3992,,2017/11/23 22:51,1474.144338,2017/11/26 22:21,1478.190615,,2017/11/26 22:21,1498.962935,2017/11/27 22:21,1500.462009,,2017/11/27 22:21,1403.73135,2017/11/28 22:21,1396.023949,,2017/11/28 22:21,1490.983326,2017/11/29 22:21,1495.95024,,2017/11/29 22:21,1371.539486,2017/11/30 22:21,1373.146869,,2017/11/30 22:21,1415.182187,2017/12/3 22:21,1416.603298
202,2017/11/22 23:22,1472.837949,2017/11/23 22:52,1466.308307,,2017/11/23 22:52,1474.052314,2017/11/26 22:22,1478.103009,,2017/11/26 22:22,1498.878031,2017/11/27 22:22,1500.504461,,2017/11/27 22:22,1403.778134,2017/11/28 22:22,1396.181943,,2017/11/28 22:22,1491.137232,2017/11/29 22:22,1495.832573,,2017/11/29 22:22,1371.380562,2017/11/30 22:22,1372.957622,,2017/11/30 22:22,1414.987145,2017/12/3 22:22,1416.603298
203,2017/11/22 23:23,1472.705289,2017/11/23 22:53,1466.219867,,2017/11/23 22:53,1473.964709,2017/11/26 22:23,1478.12712,,2017/11/26 22:23,1498.904448,2017/11/27 22:23,1500.504461,,2017/11/27 22:23,1403.778134,2017/11/28 22:23,1396.181943,,2017/11/28 22:23,1491.137232,2017/11/29 22:23,1495.87512,,2017/11/29 22:23,1371.428077,2017/11/30 22:23,1373.005136,,2017/11/30 22:23,1415.033555,2017/12/3 22:23,1416.603298
204,2017/11/22 23:24,1472.705289,2017/11/23 22:54,1465.993862,,2017/11/23 22:54,1473.736858,2017/11/26 22:24,1478.175342,,2017/11/26 22:24,1498.957282,2017/11/27 22:24,1500.504461,,2017/11/27 22:24,1403.778134,2017/11/28 22:24,1396.339938,,2017/11/28 22:24,1491.291137,2017/11/29 22:24,1495.927644,,2017/11/29 22:24,1371.459212,2017/11/30 22:24,1372.79951,,2017/11/30 22:24,1414.829311,2017/12/3 22:24,1416.47327
205,2017/11/22 23:25,1472.658616,2017/11/23 22:55,1466.173194,,2017/11/23 22:55,1473.916487,2017/11/26 22:25,1478.238836,,2017/11/26 22:25,1499.015768,2017/11/27 22:25,1500.504461,,2017/11/27 22:25,1403.778134,2017/11/28 22:25,1396.257869,,2017/11/28 22:25,1491.196066,2017/11/29 22:25,1496.150359,,2017/11/29 22:25,1371.680406,2017/11/30 22:25,1372.721671,,2017/11/30 22:25,1414.736289,2017/12/3 22:25,1416.250421
206,2017/11/22 23:26,1472.614396,2017/11/23 22:56,1466.084754,,2017/11/23 22:56,1473.828882,2017/11/26 22:26,1478.238836,,2017/11/26 22:26,1499.015768,2017/11/27 22:26,1500.504461,,2017/11/27 22:26,1403.778134,2017/11/28 22:26,1396.146658,,2017/11/28 22:26,1491.084708,2017/11/29 22:26,1496.202882,,2017/11/29 22:26,1371.711542,2017/11/30 22:26,1372.373501,,2017/11/30 22:26,1414.392816,2017/12/3 22:26,1416.250421
207,2017/11/22 23:27,1472.614396,2017/11/23 22:57,1465.858749,,2017/11/23 22:57,1473.601031,2017/11/26 22:27,1478.219145,,2017/11/26 22:27,1498.999734,2017/11/27 22:27,1500.504461,,2017/11/27 22:27,1403.778134,2017/11/28 22:27,1396.146658,,2017/11/28 22:27,1491.084708,2017/11/29 22:27,1496.160335,,2017/11/29 22:27,1371.664027,2017/11/30 22:27,1372.278471,,2017/11/30 22:27,1414.299996,2017/12/3 22:27,1416.250421
208,2017/11/22 23:28,1472.712647,2017/11/23 22:58,1465.902969,,2017/11/23 22:58,1473.644833,2017/11/26 22:28,1478.219145,,2017/11/26 22:28,1498.999734,2017/11/27 22:28,1500.462009,,2017/11/27 22:28,1403.73135,2017/11/28 22:28,1395.965666,,2017/11/28 22:28,1490.950754,2017/11/29 22:28,1495.790025,,2017/11/29 22:28,1371.333047,2017/11/30 22:28,1372.325986,,2017/11/30 22:28,1414.346406,2017/12/3 22:28,1416.166803
209,2017/11/22 23:29,1473.066407,2017/11/23 22:59,1465.858749,,2017/11/23 22:59,1473.601031,2017/11/26 22:29,1478.170923,,2017/11/26 22:29,1498.9469,2017/11/27 22:29,1500.567677,,2017/11/27 22:29,1403.801921,2017/11/28 22:29,1396.328439,,2017/11/28 22:29,1491.301113,2017/11/29 22:29,1495.806311,,2017/11/29 22:29,1371.364994,2017/11/30 22:29,1372.357121,,2017/11/30 22:29,1414.383614,2017/12/3 22:29,1416.129594
210,2017/11/22 23:30,1472.840402,2017/11/23 23:00,1465.905421,,2017/11/23 23:00,1473.649253,2017/11/26 22:30,1478.170923,,2017/11/26 22:30,1498.9469,2017/11/27 22:30,1500.695032,,2017/11/27 22:30,1403.942272,2017/11/28 22:30,1396.24637,,2017/11/28 22:30,1491.206041,2017/11/29 22:30,1495.589906,,2017/11/29 22:30,1371.192127,2017/11/30 22:30,1372.437395,,2017/11/30 22:30,1414.448427,2017/12/3 22:30,1416.092386
211,2017/11/22 23:31,1472.793729,2017/11/23 23:01,1465.900516,,2017/11/23 23:01,1473.640414,2017/11/26 22:31,1478.170923,,2017/11/26 22:31,1498.9469,2017/11/27 22:31,1500.65258,,2017/11/27 22:31,1403.895489,2017/11/28 22:31,1396.24637,,2017/11/28 22:31,1491.206041,2017/11/29 22:31,1495.419715,,2017/11/29 22:31,1371.002068,2017/11/30 22:31,1372.199821,,2017/11/30 22:31,1414.216377,2017/12/3 22:31,1416.092386
212,2017/11/22 23:32,1472.661069,2017/11/23 23:02,1465.767856,,2017/11/23 23:02,1473.509007,2017/11/26 22:32,1478.122701,,2017/11/26 22:32,1498.894066,2017/11/27 22:32,1500.599746,,2017/11/27 22:32,1403.860203,2017/11/28 22:32,1396.175799,,2017/11/28 22:32,1491.100994,2017/11/29 22:32,1495.239548,,2017/11/29 22:32,1370.828388,2017/11/30 22:32,1372.310418,,2017/11/30 22:32,1414.327801,2017/12/3 22:32,1415.711502
213,2017/11/22 23:33,1472.479283,2017/11/23 23:03,1465.67451,,2017/11/23 23:03,1473.412563,2017/11/26 22:33,1478.015404,,2017/11/26 22:33,1498.793128,2017/11/27 22:33,1500.462009,,2017/11/27 22:33,1403.73135,2017/11/28 22:33,1395.660387,,2017/11/28 22:33,1490.550517,2017/11/29 22:33,1495.334619,,2017/11/29 22:33,1370.907038,2017/11/30 22:33,1372.184254,,2017/11/30 22:33,1414.197773,2017/12/3 22:33,1415.665092
214,2017/11/22 23:34,1472.393296,2017/11/23 23:04,1465.58607,,2017/11/23 23:04,1473.324958,2017/11/26 22:34,1478.059207,,2017/11/26 22:34,1498.83558,2017/11/27 22:34,1500.514843,,2017/11/27 22:34,1403.766635,2017/11/28 22:34,1395.414179,,2017/11/28 22:34,1490.265303,2017/11/29 22:34,1495.514786,,2017/11/29 22:34,1371.080718,2017/11/30 22:34,1372.137551,,2017/11/30 22:34,1414.14196,2017/12/3 22:34,1415.544467
215,2017/11/22 23:35,1472.658616,2017/11/23 23:05,1465.49763,,2017/11/23 23:05,1473.237353,2017/11/26 22:35,1478.059207,,2017/11/26 22:35,1498.83558,2017/11/27 22:35,1500.514843,,2017/11/27 22:35,1403.766635,2017/11/28 22:35,1395.18026,,2017/11/28 22:35,1490.052564,2017/11/29 22:35,1495.514786,,2017/11/29 22:35,1371.080718,2017/11/30 22:35,1371.947492,,2017/11/30 22:35,1413.956321,2017/12/3 22:35,1415.544467
216,2017/11/22 23:36,1472.523503,2017/11/23 23:06,1465.679416,,2017/11/23 23:06,1473.421401,2017/11/26 22:36,1478.103009,,2017/11/26 22:36,1498.878031,2017/11/27 22:36,1500.721449,,2017/11/27 22:36,1403.959915,2017/11/28 22:36,1395.321401,,2017/11/28 22:36,1490.262658,2017/11/29 22:36,1495.445977,,2017/11/29 22:36,1371.017635,2017/11/30 22:36,1371.979439,,2017/11/30 22:36,1413.984126,2017/12/3 22:36,1415.730308
217,2017/11/22 23:37,1472.341717,2017/11/23 23:07,1465.814529,,2017/11/23 23:07,1473.557228,2017/11/26 22:37,1478.131539,,2017/11/26 22:37,1498.91483,2017/11/27 22:37,1500.599746,,2017/11/27 22:37,1403.860203,2017/11/28 22:37,1395.695672,,2017/11/28 22:37,1490.603041,2017/11/29 22:37,1495.56731,,2017/11/29 22:37,1371.111853,2017/11/30 22:37,1371.916356,,2017/11/30 22:37,1413.919112,2017/12/3 22:37,1415.823128
218,2017/11/22 23:38,1472.120617,2017/11/23 23:08,1465.726089,,2017/11/23 23:08,1473.469623,2017/11/26 22:38,1478.170923,,2017/11/26 22:38,1498.9469,2017/11/27 22:38,1500.462009,,2017/11/27 22:38,1403.73135,2017/11/28 22:38,1395.637389,,2017/11/28 22:38,1490.570469,2017/11/29 22:38,1495.557334,,2017/11/29 22:38,1371.128233,2017/11/30 22:38,1371.947492,,2017/11/30 22:38,1413.956321,2017/12/3 22:38,1415.785919
219,2017/11/22 23:39,1472.143953,2017/11/23 23:09,1465.858749,,2017/11/23 23:09,1473.601031,2017/11/26 22:39,1478.12712,,2017/11/26 22:39,1498.904448,2017/11/27 22:39,1500.504461,,2017/11/27 22:39,1403.778134,2017/11/28 22:39,1395.730957,,2017/11/28 22:39,1490.655564,2017/11/29 22:39,1495.472238,,2017/11/29 22:39,1371.033203,2017/11/30 22:39,1372.168686,,2017/11/30 22:39,1414.179169,2017/12/3 22:39,1415.693099
220,2017/11/22 23:40,1472.118164,2017/11/23 23:10,1465.67451,,2017/11/23 23:10,1473.412563,2017/11/26 22:40,1478.12712,,2017/11/26 22:40,1498.904448,2017/11/27 22:40,1500.504461,,2017/11/27 22:40,1403.778134,2017/11/28 22:40,1395.777741,,2017/11/28 22:40,1490.698112,2017/11/29 22:40,1495.514786,,2017/11/29 22:40,1371.080718,2017/11/30 22:40,1372.168686,,2017/11/30 22:40,1414.179169,2017/12/3 22:40,1415.776718
221,2017/11/22 23:41,1471.941284,2017/11/23 23:11,1465.63029,,2017/11/23 23:11,1473.368761,2017/11/26 22:41,1478.170923,,2017/11/26 22:41,1498.9469,2017/11/27 22:41,1500.626163,,2017/11/27 22:41,1403.877846,2017/11/28 22:41,1395.918093,,2017/11/28 22:41,1490.825756,2017/11/29 22:41,1495.56731,,2017/11/29 22:41,1371.111853,2017/11/30 22:41,1372.168686,,2017/11/30 22:41,1414.179169,2017/12/3 22:41,1415.776718
222,2017/11/22 23:42,1472.120617,2017/11/23 23:12,1465.36497,,2017/11/23 23:12,1473.105945,2017/11/26 22:42,1478.170923,,2017/11/26 22:42,1498.9469,2017/11/27 22:42,1500.514843,,2017/11/27 22:42,1403.766635,2017/11/28 22:42,1395.742456,,2017/11/28 22:42,1490.645589,2017/11/29 22:42,1495.652405,,2017/11/29 22:42,1371.206883,2017/11/30 22:42,1372.168686,,2017/11/30 22:42,1414.179169,2017/12/3 22:42,1415.739509
223,2017/11/22 23:43,1472.164837,2017/11/23 23:13,1465.588523,,2017/11/23 23:13,1473.329377,2017/11/26 22:43,1478.170923,,2017/11/26 22:43,1498.9469,2017/11/27 22:43,1500.514843,,2017/11/27 22:43,1403.766635,2017/11/28 22:43,1395.695672,,2017/11/28 22:43,1490.603041,2017/11/29 22:43,1495.652405,,2017/11/29 22:43,1371.206883,2017/11/30 22:43,1372.168686,,2017/11/30 22:43,1414.179169,2017/12/3 22:43,1415.646689
224,2017/11/22 23:44,1472.164837,2017/11/23 23:14,1465.544303,,2017/11/23 23:14,1473.285575,2017/11/26 22:44,1478.170923,,2017/11/26 22:44,1498.9469,2017/11/27 22:44,1500.514843,,2017/11/27 22:44,1403.766635,2017/11/28 22:44,1395.906594,,2017/11/28 22:44,1490.835731,2017/11/29 22:44,1495.514786,,2017/11/29 22:44,1371.080718,2017/11/30 22:44,1372.136739,,2017/11/30 22:44,1414.151363,2017/12/3 22:44,1415.563071
225,2017/11/22 23:45,1472.118164,2017/11/23 23:15,1465.770309,,2017/11/23 23:15,1473.513426,2017/11/26 22:45,1478.170923,,2017/11/26 22:45,1498.9469,2017/11/27 22:45,1500.557295,,2017/11/27 22:45,1403.813419,2017/11/28 22:45,1395.695672,,2017/11/28 22:45,1490.603041,2017/11/29 22:45,1495.917668,,2017/11/29 22:45,1371.475591,2017/11/30 22:45,1372.152307,,2017/11/30 22:45,1414.169967,2017/12/3 22:45,1415.563071
226,2017/11/22 23:46,1471.668605,2017/11/23 23:16,1465.858749,,2017/11/23 23:16,1473.601031,2017/11/26 22:46,1478.219145,,2017/11/26 22:46,1498.999734,2017/11/27 22:46,1500.514843,,2017/11/27 22:46,1403.766635,2017/11/28 22:46,1395.713315,,2017/11/28 22:46,1490.629303,2017/11/29 22:46,1495.822597,,2017/11/29 22:46,1371.396941,2017/11/30 22:46,1372.216201,,2017/11/30 22:46,1414.225579,2017/12/3 22:46,1415.563071
227,2017/11/22 23:47,1471.580165,2017/11/23 23:17,1465.814529,,2017/11/23 23:17,1473.557228,2017/11/26 22:47,1478.219145,,2017/11/26 22:47,1498.999734,2017/11/27 22:47,1500.557295,,2017/11/27 22:47,1403.813419,2017/11/28 22:47,1395.760099,,2017/11/28 22:47,1490.67185,2017/11/29 22:47,1495.737501,,2017/11/29 22:47,1371.301912,2017/11/30 22:47,1372.168686,,2017/11/30 22:47,1414.179169,2017/12/3 22:47,1415.516661
228,2017/11/22 23:48,1471.759498,2017/11/23 23:18,1465.767856,,2017/11/23 23:18,1473.509007,2017/11/26 22:48,1478.170923,,2017/11/26 22:48,1498.9469,2017/11/27 22:48,1500.567677,,2017/11/27 22:48,1403.801921,2017/11/28 22:48,1395.777741,,2017/11/28 22:48,1490.698112,2017/11/29 22:48,1495.694953,,2017/11/29 22:48,1371.254397,2017/11/30 22:48,1372.231768,,2017/11/30 22:48,1414.244183,2017/12/3 22:48,1415.386633
