,Date,cointegration_today,Date,cointegration_from_yesterday,,Date,cointegration_today,Date,cointegration_from_yesterday,,Date,cointegration_today,Date,cointegration_from_yesterday,,Date,cointegration_today,Date,cointegration_from_yesterday,,Date,cointegration_today,Date,cointegration_from_yesterday,,Date,cointegration_today,Date,cointegration_from_yesterday,,Date,cointegration_today,Date,cointegration_from_yesterday
117,2017/11/22 21:57,1470.995493,2017/11/23 21:27,1463.922947,,2017/11/23 21:27,1471.655652,2017/11/26 20:57,1477.811664,,2017/11/26 20:57,1498.586522,2017/11/27 20:57,1501.849763,,2017/11/27 20:57,1405.008383,2017/11/28 20:57,1396.872993,,2017/11/28 20:57,1491.867876,2017/11/29 20:57,1492.709877,,2017/11/29 20:57,1368.526287,2017/11/30 20:57,1373.020704,,2017/11/30 20:57,1415.052159,2017/12/3 20:57,1413.120338
118,2017/11/22 21:58,1471.042166,2017/11/23 21:28,1464.05806,,2017/11/23 21:28,1471.791479,2017/11/26 20:58,1477.675837,,2017/11/26 20:58,1498.448785,2017/11/27 20:58,1501.934667,,2017/11/27 20:58,1405.101951,2017/11/28 20:58,1396.85535,,2017/11/28 20:58,1491.841614,2017/11/29 20:58,1492.37214,,2017/11/29 20:58,1368.259202,2017/11/30 20:58,1372.942054,,2017/11/30 20:58,1414.96854,2017/12/3 20:58,1413.148143
119,2017/11/22 21:59,1471.130606,2017/11/23 21:29,1464.10228,,2017/11/23 21:29,1471.835282,2017/11/26 20:59,1477.588232,,2017/11/26 20:59,1498.363881,2017/11/27 20:59,1501.977119,,2017/11/27 20:59,1405.148735,2017/11/28 20:59,1396.85535,,2017/11/28 20:59,1491.841614,2017/11/29 20:59,1491.989209,,2017/11/29 20:59,1367.83157,2017/11/30 20:59,1372.751995,,2017/11/30 20:59,1414.782901,2017/12/3 20:59,1413.148143
120,2017/11/22 22:00,1471.039713,2017/11/23 21:30,1464.195626,,2017/11/23 21:30,1471.931725,2017/11/26 21:00,1477.588232,,2017/11/26 21:00,1498.363881,2017/11/27 21:00,1501.849763,,2017/11/27 21:00,1405.008383,2017/11/28 21:00,1396.85535,,2017/11/28 21:00,1491.841614,2017/11/29 21:00,1491.867876,,2017/11/29 21:00,1367.737352,2017/11/30 21:00,1372.846213,,2017/11/30 21:00,1414.885123,2017/12/3 21:00,1413.083331
121,2017/11/22 22:01,1471.034808,2017/11/23 21:31,1464.27916,,2017/11/23 21:31,1472.010492,2017/11/26 21:01,1477.588232,,2017/11/26 21:01,1498.363881,2017/11/27 21:01,1501.849763,,2017/11/27 21:01,1405.008383,2017/11/28 21:01,1396.74414,,2017/11/28 21:01,1491.730257,2017/11/29 21:01,1491.566376,,2017/11/29 21:01,1367.469455,2017/11/30 21:01,1372.95681,,2017/11/30 21:01,1414.996548,2017/12/3 21:01,1413.529027
122,2017/11/22 22:02,1470.857927,2017/11/23 21:32,1464.19072,,2017/11/23 21:32,1471.922887,2017/11/26 21:02,1477.627615,,2017/11/26 21:02,1498.395951,2017/11/27 21:02,1501.839381,,2017/11/27 21:02,1405.019881,2017/11/28 21:02,1396.790924,,2017/11/28 21:02,1491.772804,2017/11/29 21:02,1491.628875,,2017/11/29 21:02,1367.484211,2017/11/30 21:02,1373.067407,,2017/11/30 21:02,1415.107972,2017/12/3 21:02,1414.774102
123,2017/11/22 22:03,1470.902147,2017/11/23 21:33,1464.1465,,2017/11/23 21:33,1471.879084,2017/11/26 21:03,1477.583813,,2017/11/26 21:03,1498.353499,2017/11/27 21:03,1501.754478,,2017/11/27 21:03,1404.926314,2017/11/28 21:03,1396.790924,,2017/11/28 21:03,1491.772804,2017/11/29 21:03,1491.756518,,2017/11/29 21:03,1367.626755,2017/11/30 21:03,1373.114922,,2017/11/30 21:03,1415.154382,2017/12/3 21:03,1415.331021
124,2017/11/22 22:04,1470.902147,2017/11/23 21:34,1464.193173,,2017/11/23 21:34,1471.927306,2017/11/26 21:04,1477.675837,,2017/11/26 21:04,1498.448785,2017/11/27 21:04,1501.79693,,2017/11/27 21:04,1404.973097,2017/11/28 21:04,1395.800739,,2017/11/28 21:04,1490.678161,2017/11/29 21:04,1491.809042,,2017/11/29 21:04,1367.65789,2017/11/30 21:04,1373.099354,,2017/11/30 21:04,1415.135777,2017/12/3 21:04,1416.259623
125,2017/11/22 22:05,1470.902147,2017/11/23 21:35,1464.237393,,2017/11/23 21:35,1471.971108,2017/11/26 21:05,1477.704367,,2017/11/26 21:05,1498.485584,2017/11/27 21:05,1501.754478,,2017/11/27 21:05,1404.926314,2017/11/28 21:05,1395.578318,,2017/11/28 21:05,1490.455446,2017/11/29 21:05,1491.894138,,2017/11/29 21:05,1367.75292,2017/11/30 21:05,1372.894539,,2017/11/30 21:05,1414.922131,2017/12/3 21:05,1415.869538
126,2017/11/22 22:06,1470.9046,2017/11/23 21:36,1464.237393,,2017/11/23 21:36,1471.971108,2017/11/26 21:06,1478.170923,,2017/11/26 21:06,1498.9469,2017/11/27 21:06,1501.780895,,2017/11/27 21:06,1404.943956,2017/11/28 21:06,1395.637389,,2017/11/28 21:06,1490.570469,2017/11/29 21:06,1491.867876,,2017/11/29 21:06,1367.737352,2017/11/30 21:06,1372.942054,,2017/11/30 21:06,1414.96854,2017/12/3 21:06,1416.166803
127,2017/11/22 22:07,1471.083933,2017/11/23 21:37,1464.23494,,2017/11/23 21:37,1471.966689,2017/11/26 21:07,1478.12712,,2017/11/26 21:07,1498.904448,2017/11/27 21:07,1501.780895,,2017/11/27 21:07,1404.943956,2017/11/28 21:07,1395.777741,,2017/11/28 21:07,1490.698112,2017/11/29 21:07,1491.756518,,2017/11/29 21:07,1367.626755,2017/11/30 21:07,1372.942054,,2017/11/30 21:07,1414.96854,2017/12/3 21:07,1416.166803
128,2017/11/22 22:08,1471.128153,2017/11/23 21:38,1464.1465,,2017/11/23 21:38,1471.879084,2017/11/26 21:08,1477.971602,,2017/11/26 21:08,1498.750676,2017/11/27 21:08,1501.961084,,2017/11/27 21:08,1405.119593,2017/11/28 21:08,1395.871309,,2017/11/28 21:08,1490.783208,2017/11/29 21:08,1491.428756,,2017/11/29 21:08,1367.34329,2017/11/30 21:08,1372.87816,,2017/11/30 21:08,1414.912929,2017/12/3 21:08,1416.083184
129,2017/11/22 22:09,1471.265719,2017/11/23 21:39,1464.05806,,2017/11/23 21:39,1471.791479,2017/11/26 21:09,1478.078899,,2017/11/26 21:09,1498.851614,2017/11/27 21:09,1501.828999,,2017/11/27 21:09,1405.03138,2017/11/28 21:09,1395.730957,,2017/11/28 21:09,1490.655564,2017/11/29 21:09,1491.527493,,2017/11/29 21:09,1367.357234,2017/11/30 21:09,1373.099354,,2017/11/30 21:09,1415.135777,2017/12/3 21:09,1416.166803
130,2017/11/22 22:10,1471.535945,2017/11/23 21:40,1464.148953,,2017/11/23 21:40,1471.883503,2017/11/26 21:10,1477.967183,,2017/11/26 21:10,1498.740294,2017/11/27 21:10,1501.754478,,2017/11/27 21:10,1404.926314,2017/11/28 21:10,1395.824525,,2017/11/28 21:10,1490.74066,2017/11/29 21:10,1491.841614,,2017/11/29 21:10,1367.721784,2017/11/30 21:10,1372.863404,,2017/11/30 21:10,1414.884922,2017/12/3 21:10,1415.999566
131,2017/11/22 22:11,1471.624385,2017/11/23 21:41,1464.193173,,2017/11/23 21:41,1471.927306,2017/11/26 21:11,1477.879577,,2017/11/26 21:11,1498.655391,2017/11/27 21:11,1501.924285,,2017/11/27 21:11,1405.113449,2017/11/28 21:11,1395.824525,,2017/11/28 21:11,1490.74066,2017/11/29 21:11,1491.799066,,2017/11/29 21:11,1367.674269,2017/11/30 21:11,1372.768374,,2017/11/30 21:11,1414.792102,2017/12/3 21:11,1415.953156
132,2017/11/22 22:12,1471.598596,2017/11/23 21:42,1464.148953,,2017/11/23 21:42,1471.883503,2017/11/26 21:12,1477.807245,,2017/11/26 21:12,1498.57614,2017/11/27 21:12,1502.01957,,2017/11/27 21:12,1405.195519,2017/11/28 21:12,1395.730957,,2017/11/28 21:12,1490.655564,2017/11/29 21:12,1491.497566,,2017/11/29 21:12,1367.406372,2017/11/30 21:12,1372.751995,,2017/11/30 21:12,1414.782901,2017/12/3 21:12,1415.990365
133,2017/11/22 22:13,1471.395926,2017/11/23 21:43,1464.10228,,2017/11/23 21:43,1471.835282,2017/11/26 21:13,1477.54001,,2017/11/26 21:13,1498.311048,2017/11/27 21:13,1501.977119,,2017/11/27 21:13,1405.148735,2017/11/28 21:13,1395.637389,,2017/11/28 21:13,1490.570469,2017/11/29 21:13,1491.353636,,2017/11/29 21:13,1367.231881,2017/11/30 21:13,1373.005136,,2017/11/30 21:13,1415.033555,2017/12/3 21:13,1416.027573
134,2017/11/22 22:14,1471.263266,2017/11/23 21:44,1464.19072,,2017/11/23 21:44,1471.922887,2017/11/26 21:14,1477.355962,,2017/11/26 21:14,1498.120477,2017/11/27 21:14,1502.029952,,2017/11/27 21:14,1405.18402,2017/11/28 21:14,1395.824525,,2017/11/28 21:14,1490.74066,2017/11/29 21:14,1491.343661,,2017/11/29 21:14,1367.24826,2017/11/30 21:14,1373.037083,,2017/11/30 21:14,1415.06136,2017/12/3 21:14,1416.045976
135,2017/11/22 22:15,1471.535945,2017/11/23 21:45,1464.104733,,2017/11/23 21:45,1471.839701,2017/11/26 21:15,1477.312159,,2017/11/26 21:15,1498.078025,2017/11/27 21:15,1502.072404,,2017/11/27 21:15,1405.230804,2017/11/28 21:15,1395.730957,,2017/11/28 21:15,1490.655564,2017/11/29 21:15,1491.386208,,2017/11/29 21:15,1367.295775,2017/11/30 21:15,1372.894539,,2017/11/30 21:15,1414.922131,2017/12/3 21:15,1415.953156
136,2017/11/22 22:16,1471.624385,2017/11/23 21:46,1464.374959,,2017/11/23 21:46,1472.111354,2017/11/26 21:16,1477.447986,,2017/11/26 21:16,1498.215762,2017/11/27 21:16,1502.072404,,2017/11/27 21:16,1405.230804,2017/11/28 21:16,1395.895096,,2017/11/28 21:16,1490.845707,2017/11/29 21:16,1491.596303,,2017/11/29 21:16,1367.420317,2017/11/30 21:16,1372.878971,,2017/11/30 21:16,1414.903526,2017/12/3 21:16,1416.027573
137,2017/11/22 22:17,1471.580165,2017/11/23 21:47,1464.419179,,2017/11/23 21:47,1472.155157,2017/11/26 21:17,1477.312159,,2017/11/26 21:17,1498.078025,2017/11/27 21:17,1502.104474,,2017/11/27 21:17,1405.289086,2017/11/28 21:17,1395.953378,,2017/11/28 21:17,1490.878279,2017/11/29 21:17,1491.461328,,2017/11/29 21:17,1367.407184,2017/11/30 21:17,1372.815889,,2017/11/30 21:17,1414.838512,2017/12/3 21:17,1416.408457
138,2017/11/22 22:18,1471.533492,2017/11/23 21:48,1464.465852,,2017/11/23 21:48,1472.203379,2017/11/26 21:18,1477.220135,,2017/11/26 21:18,1497.982739,2017/11/27 21:18,1501.733714,,2017/11/27 21:18,1404.949311,2017/11/28 21:18,1395.824525,,2017/11/28 21:18,1490.74066,2017/11/29 21:18,1491.40616,,2017/11/29 21:18,1367.263016,2017/11/30 21:18,1372.847024,,2017/11/30 21:18,1414.875721,2017/12/3 21:18,1416.770535
139,2017/11/22 22:19,1471.535945,2017/11/23 21:49,1464.780298,,2017/11/23 21:49,1472.518835,2017/11/26 21:19,1477.13253,,2017/11/26 21:19,1497.897836,2017/11/27 21:19,1501.563907,,2017/11/27 21:19,1404.762175,2017/11/28 21:19,1395.871309,,2017/11/28 21:19,1490.783208,2017/11/29 21:19,1491.576351,,2017/11/29 21:19,1367.453075,2017/11/30 21:19,1372.79951,,2017/11/30 21:19,1414.829311,2017/12/3 21:19,1416.770535
140,2017/11/22 22:20,1471.624385,2017/11/23 21:50,1464.824518,,2017/11/23 21:50,1472.562638,2017/11/26 21:20,1477.268356,,2017/11/26 21:20,1498.035573,2017/11/27 21:20,1501.479003,,2017/11/27 21:20,1404.668607,2017/11/28 21:20,1395.824525,,2017/11/28 21:20,1490.74066,2017/11/29 21:20,1491.651471,,2017/11/29 21:20,1367.564484,2017/11/30 21:20,1372.847024,,2017/11/30 21:20,1414.875721,2017/12/3 21:20,1417.077002
141,2017/11/22 22:21,1471.668605,2017/11/23 21:51,1465.136511,,2017/11/23 21:51,1472.873675,2017/11/26 21:21,1477.176332,,2017/11/26 21:21,1497.940288,2017/11/27 21:21,1501.744096,,2017/11/27 21:21,1404.937812,2017/11/28 21:21,1395.824525,,2017/11/28 21:21,1490.74066,2017/11/29 21:21,1491.618899,,2017/11/29 21:21,1367.50059,2017/11/30 21:21,1372.862592,,2017/11/30 21:21,1414.894325,2017/12/3 21:21,1416.937772
142,2017/11/22 22:22,1471.582618,2017/11/23 21:52,1465.185637,,2017/11/23 21:52,1472.926316,2017/11/26 21:22,1477.224554,,2017/11/26 21:22,1497.993121,2017/11/27 21:22,1501.786548,,2017/11/27 21:22,1404.984596,2017/11/28 21:22,1395.859811,,2017/11/28 21:22,1490.793184,2017/11/29 21:22,1491.608923,,2017/11/29 21:22,1367.516969,2017/11/30 21:22,1372.910107,,2017/11/30 21:22,1414.940735,2017/12/3 21:22,1417.058599
143,2017/11/22 22:23,1471.715278,2017/11/23 21:53,1465.318297,,2017/11/23 21:53,1473.057723,2017/11/26 21:23,1477.268356,,2017/11/26 21:23,1498.035573,2017/11/27 21:23,1501.744096,,2017/11/27 21:23,1404.937812,2017/11/28 21:23,1395.836419,,2017/11/28 21:23,1490.77191,2017/11/29 21:23,1491.523828,,2017/11/29 21:23,1367.42194,2017/11/30 21:23,1372.910107,,2017/11/30 21:23,1414.940735,2017/12/3 21:23,1417.197828
144,2017/11/22 22:24,1471.671058,2017/11/23 21:54,1465.229857,,2017/11/23 21:54,1472.970118,2017/11/26 21:24,1477.355962,,2017/11/26 21:24,1498.120477,2017/11/27 21:24,1501.744096,,2017/11/27 21:24,1404.937812,2017/11/28 21:24,1395.391182,,2017/11/28 21:24,1490.285254,2017/11/29 21:24,1491.291137,,2017/11/29 21:24,1367.217125,2017/11/30 21:24,1372.925674,,2017/11/30 21:24,1414.959339,2017/12/3 21:24,1417.16062
145,2017/11/22 22:25,1471.717731,2017/11/23 21:55,1465.229857,,2017/11/23 21:55,1472.970118,2017/11/26 21:25,1477.316578,,2017/11/26 21:25,1498.088407,2017/11/27 21:25,1501.744096,,2017/11/27 21:25,1404.937812,2017/11/28 21:25,1395.502392,,2017/11/28 21:25,1490.396612,2017/11/29 21:25,1491.681398,,2017/11/29 21:25,1367.515346,2017/11/30 21:25,1373.020704,,2017/11/30 21:25,1415.052159,2017/12/3 21:25,1417.123411
146,2017/11/22 22:26,1471.806171,2017/11/23 21:56,1465.229857,,2017/11/23 21:56,1472.970118,2017/11/26 21:26,1477.360381,,2017/11/26 21:26,1498.130859,2017/11/27 21:26,1501.744096,,2017/11/27 21:26,1404.937812,2017/11/28 21:26,1395.361252,,2017/11/28 21:26,1490.186517,2017/11/29 21:26,1492.547017,,2017/11/29 21:26,1368.206817,2017/11/30 21:26,1372.816701,,2017/11/30 21:26,1414.829109,2017/12/3 21:26,1417.20703
147,2017/11/22 22:27,1471.712825,2017/11/23 21:57,1465.367423,,2017/11/23 21:57,1473.110364,2017/11/26 21:27,1477.316578,,2017/11/26 21:27,1498.088407,2017/11/27 21:27,1501.744096,,2017/11/27 21:27,1404.937812,2017/11/28 21:27,1394.940196,,2017/11/28 21:27,1489.803587,2017/11/29 21:27,1493.27033,,2017/11/29 21:27,1369.014567,2017/11/30 21:27,1372.721671,,2017/11/30 21:27,1414.736289,2017/12/3 21:27,1417.25344
148,2017/11/22 22:28,1471.512609,2017/11/23 21:58,1465.588523,,2017/11/23 21:58,1473.329377,2017/11/26 21:28,1477.316578,,2017/11/26 21:28,1498.088407,2017/11/27 21:28,1501.701644,,2017/11/27 21:28,1404.891028,2017/11/28 21:28,1394.993124,,2017/11/28 21:28,1489.882372,2017/11/29 21:28,1492.549662,,2017/11/29 21:28,1368.319849,2017/11/30 21:28,1372.437395,,2017/11/30 21:28,1414.448427,2017/12/3 21:28,1417.123411
149,2017/11/22 22:29,1471.556829,2017/11/23 21:59,1465.588523,,2017/11/23 21:59,1473.329377,2017/11/26 21:29,1477.588232,,2017/11/26 21:29,1498.363881,2017/11/27 21:29,1501.595977,,2017/11/27 21:29,1404.820458,2017/11/28 21:29,1395.338254,,2017/11/28 21:29,1490.206469,2017/11/29 21:29,1492.709877,,2017/11/29 21:29,1368.526287,2017/11/30 21:29,1372.107227,,2017/11/30 21:29,1414.095349,2017/12/3 21:29,1417.123411
150,2017/11/22 22:30,1471.21414,2017/11/23 22:00,1465.520966,,2017/11/23 22:00,1473.261464,2017/11/26 21:30,1477.54001,,2017/11/26 21:30,1498.311048,2017/11/27 21:30,1501.64881,,2017/11/27 21:30,1404.855743,2017/11/28 21:30,1395.355897,,2017/11/28 21:30,1490.232731,2017/11/29 21:30,1492.434639,,2017/11/29 21:30,1368.273958,2017/11/30 21:30,1371.775436,,2017/11/30 21:30,1413.761077,2017/12/3 21:30,1417.11421
151,2017/11/22 22:31,1471.034808,2017/11/23 22:01,1465.500083,,2017/11/23 22:01,1473.241772,2017/11/26 21:31,1477.54001,,2017/11/26 21:31,1498.311048,2017/11/27 21:31,1501.521455,,2017/11/27 21:31,1404.715391,2017/11/28 21:31,1395.309113,,2017/11/28 21:31,1490.190183,2017/11/29 21:31,1492.2219,,2017/11/29 21:31,1368.036384,2017/11/30 21:31,1371.775436,,2017/11/30 21:31,1413.761077,2017/12/3 21:31,1417.11421
152,2017/11/22 22:32,1470.813707,2017/11/23 22:02,1465.588523,,2017/11/23 22:02,1473.329377,2017/11/26 21:32,1477.627615,,2017/11/26 21:32,1498.395951,2017/11/27 21:32,1501.521455,,2017/11/27 21:32,1404.715391,2017/11/28 21:32,1395.355897,,2017/11/28 21:32,1490.232731,2017/11/29 21:32,1492.074305,,2017/11/29 21:32,1367.926599,2017/11/30 21:32,1371.506727,,2017/11/30 21:32,1413.491818,2017/12/3 21:32,1417.039793
153,2017/11/22 22:33,1470.946367,2017/11/23 22:03,1465.679416,,2017/11/23 22:03,1473.421401,2017/11/26 21:33,1477.632035,,2017/11/26 21:33,1498.406333,2017/11/27 21:33,1501.606359,,2017/11/27 21:33,1404.808959,2017/11/28 21:33,1395.262329,,2017/11/28 21:33,1490.147635,2017/11/29 21:33,1492.021781,,2017/11/29 21:33,1367.895464,2017/11/30 21:33,1371.568997,,2017/11/30 21:33,1413.566235,2017/12/3 21:33,1417.077002
154,2017/11/22 22:34,1470.902147,2017/11/23 22:04,1465.858749,,2017/11/23 22:04,1473.601031,2017/11/26 21:34,1477.675837,,2017/11/26 21:34,1498.448785,2017/11/27 21:34,1501.563907,,2017/11/27 21:34,1404.762175,2017/11/28 21:34,1395.262329,,2017/11/28 21:34,1490.147635,2017/11/29 21:34,1491.841614,,2017/11/29 21:34,1367.721784,2017/11/30 21:34,1371.664027,,2017/11/30 21:34,1413.659055,2017/12/3 21:34,1417.039793
155,2017/11/22 22:35,1470.902147,2017/11/23 22:05,1465.858749,,2017/11/23 22:05,1473.601031,2017/11/26 21:35,1477.675837,,2017/11/26 21:35,1498.448785,2017/11/27 21:35,1501.563907,,2017/11/27 21:35,1404.762175,2017/11/28 21:35,1395.262329,,2017/11/28 21:35,1490.147635,2017/11/29 21:35,1491.756518,,2017/11/29 21:35,1367.626755,2017/11/30 21:35,1371.806571,,2017/11/30 21:35,1413.798285,2017/12/3 21:35,1416.946973
156,2017/11/22 22:36,1470.855475,2017/11/23 22:06,1465.856296,,2017/11/23 22:06,1473.596612,2017/11/26 21:36,1477.632035,,2017/11/26 21:36,1498.406333,2017/11/27 21:36,1501.468621,,2017/11/27 21:36,1404.680106,2017/11/28 21:36,1395.262329,,2017/11/28 21:36,1490.147635,2017/11/29 21:36,1491.746543,,2017/11/29 21:36,1367.643134,2017/11/30 21:36,1371.775436,,2017/11/30 21:36,1413.761077,2017/12/3 21:36,1416.658909
157,2017/11/22 22:37,1470.86038,2017/11/23 22:07,1465.812076,,2017/11/23 22:07,1473.552809,2017/11/26 21:37,1477.767861,,2017/11/26 21:37,1498.54407,2017/11/27 21:37,1501.521455,,2017/11/27 21:37,1404.715391,2017/11/28 21:37,1395.204046,,2017/11/28 21:37,1490.115063,2017/11/29 21:37,1491.694019,,2017/11/29 21:37,1367.611999,2017/11/30 21:37,1371.821327,,2017/11/30 21:37,1413.826292,2017/12/3 21:37,1416.389651
158,2017/11/22 22:38,1470.86038,2017/11/23 22:08,1465.767856,,2017/11/23 22:08,1473.509007,2017/11/26 21:38,1477.95191,,2017/11/26 21:38,1498.734641,2017/11/27 21:38,1501.479003,,2017/11/27 21:38,1404.668607,2017/11/28 21:38,1395.684962,,2017/11/28 21:38,1490.695467,2017/11/29 21:38,1491.386208,,2017/11/29 21:38,1367.295775,2017/11/30 21:38,1371.868842,,2017/11/30 21:38,1413.872702,2017/12/3 21:38,1416.343241
159,2017/11/22 22:39,1470.9046,2017/11/23 22:09,1465.809623,,2017/11/23 22:09,1473.54839,2017/11/26 21:39,1478.083318,,2017/11/26 21:39,1498.861996,2017/11/27 21:39,1501.436552,,2017/11/27 21:39,1404.621823,2017/11/28 21:39,1396.339938,,2017/11/28 21:39,1491.291137,2017/11/29 21:39,1491.258565,,2017/11/29 21:39,1367.153231,2017/11/30 21:39,1372.011386,,2017/11/30 21:39,1414.011932,2017/12/3 21:39,1416.296831
160,2017/11/22 22:40,1470.813707,2017/11/23 22:10,1465.544303,,2017/11/23 22:10,1473.285575,2017/11/26 21:40,1478.170923,,2017/11/26 21:40,1498.9469,2017/11/27 21:40,1501.436552,,2017/11/27 21:40,1404.621823,2017/11/28 21:40,1396.375223,,2017/11/28 21:40,1491.343661,2017/11/29 21:40,1490.878279,,2017/11/29 21:40,1366.838631,2017/11/30 21:40,1371.774624,,2017/11/30 21:40,1413.770479,2017/12/3 21:40,1416.148199
161,2017/11/22 22:41,1470.769487,2017/11/23 22:11,1465.544303,,2017/11/23 22:11,1473.285575,2017/11/26 21:41,1478.30675,,2017/11/26 21:41,1499.084637,2017/11/27 21:41,1501.436552,,2017/11/27 21:41,1404.621823,2017/11/28 21:41,1396.644428,,2017/11/28 21:41,1491.608923,2017/11/29 21:41,1490.861993,,2017/11/29 21:41,1366.806684,2017/11/30 21:41,1371.695162,,2017/11/30 21:41,1413.696264,2017/12/3 21:41,1415.943955
162,2017/11/22 22:42,1470.951273,2017/11/23 22:12,1465.632743,,2017/11/23 22:12,1473.37318,2017/11/26 21:42,1478.258528,,2017/11/26 21:42,1499.031803,2017/11/27 21:42,1501.42617,,2017/11/27 21:42,1404.633322,2017/11/28 21:42,1396.55086,,2017/11/28 21:42,1491.523828,2017/11/29 21:42,1490.904541,,2017/11/29 21:42,1366.854199,2017/11/30 21:42,1371.727109,,2017/11/30 21:42,1413.72407,2017/12/3 21:42,1416.092386
163,2017/11/22 22:43,1471.039713,2017/11/23 22:13,1465.723636,,2017/11/23 22:13,1473.465204,2017/11/26 21:43,1478.12712,,2017/11/26 21:43,1498.904448,2017/11/27 21:43,1501.341266,,2017/11/27 21:43,1404.539754,2017/11/28 21:43,1396.504076,,2017/11/28 21:43,1491.48128,2017/11/29 21:43,1490.861993,,2017/11/29 21:43,1366.806684,2017/11/30 21:43,1371.869653,,2017/11/30 21:43,1413.863299,2017/12/3 21:43,1415.999566
164,2017/11/22 22:44,1471.039713,2017/11/23 22:14,1465.723636,,2017/11/23 22:14,1473.465204,2017/11/26 21:44,1477.991293,,2017/11/26 21:44,1498.766711,2017/11/27 21:44,1501.288432,,2017/11/27 21:44,1404.504469,2017/11/28 21:44,1396.504076,,2017/11/28 21:44,1491.48128,2017/11/29 21:44,1490.783208,,2017/11/29 21:44,1366.759981,2017/11/30 21:44,1371.837706,,2017/11/30 21:44,1413.835494,2017/12/3 21:44,1416.120393
165,2017/11/22 22:45,1471.174826,2017/11/23 22:15,1465.723636,,2017/11/23 22:15,1473.465204,2017/11/26 21:45,1478.039515,,2017/11/26 21:45,1498.819545,2017/11/27 21:45,1501.288432,,2017/11/27 21:45,1404.504469,2017/11/28 21:45,1396.43965,,2017/11/28 21:45,1491.41247,2017/11/29 21:45,1490.550517,,2017/11/29 21:45,1366.555166,2017/11/30 21:45,1371.822139,,2017/11/30 21:45,1413.816889,2017/12/3 21:45,1416.278428
166,2017/11/22 22:46,1471.198163,2017/11/23 22:16,1465.635196,,2017/11/23 22:16,1473.377599,2017/11/26 21:46,1478.083318,,2017/11/26 21:46,1498.861996,2017/11/27 21:46,1501.288432,,2017/11/27 21:46,1404.504469,2017/11/28 21:46,1396.468791,,2017/11/28 21:46,1491.428756,2017/11/29 21:46,1491.2433,,2017/11/29 21:46,1366.943546,2017/11/30 21:46,1371.806571,,2017/11/30 21:46,1413.798285,2017/12/3 21:46,1416.761333
167,2017/11/22 22:47,1471.198163,2017/11/23 22:17,1465.767856,,2017/11/23 22:17,1473.509007,2017/11/26 21:47,1478.12712,,2017/11/26 21:47,1498.904448,2017/11/27 21:47,1501.288432,,2017/11/27 21:47,1404.504469,2017/11/28 21:47,1396.422007,,2017/11/28 21:47,1491.386208,2017/11/29 21:47,1492.689926,,2017/11/29 21:47,1368.559046,2017/11/30 21:47,1371.806571,,2017/11/30 21:47,1413.798285,2017/12/3 21:47,1416.854153
168,2017/11/22 22:48,1471.354159,2017/11/23 22:18,1465.676963,,2017/11/23 22:18,1473.416982,2017/11/26 21:48,1478.12712,,2017/11/26 21:48,1498.904448,2017/11/27 21:48,1501.288432,,2017/11/27 21:48,1404.504469,2017/11/28 21:48,1396.211085,,2017/11/28 21:48,1491.153518,2017/11/29 21:48,1493.542924,,2017/11/29 21:48,1369.153864,2017/11/30 21:48,1372.010574,,2017/11/30 21:48,1414.021335,2017/12/3 21:48,1416.807743
169,2017/11/22 22:49,1471.309939,2017/11/23 22:19,1465.676963,,2017/11/23 22:19,1473.416982,2017/11/26 21:49,1478.175342,,2017/11/26 21:49,1498.957282,2017/11/27 21:49,1501.288432,,2017/11/27 21:49,1404.504469,2017/11/28 21:49,1396.211085,,2017/11/28 21:49,1491.153518,2017/11/29 21:49,1498.337605,,2017/11/29 21:49,1373.957866,2017/11/30 21:49,1371.995006,,2017/11/30 21:49,1414.002731,2017/12/3 21:49,1416.826146
170,2017/11/22 22:50,1471.354159,2017/11/23 22:20,1465.588523,,2017/11/23 22:20,1473.329377,2017/11/26 21:50,1478.170923,,2017/11/26 21:50,1498.9469,2017/11/27 21:50,1501.288432,,2017/11/27 21:50,1404.504469,2017/11/28 21:50,1396.09373,,2017/11/28 21:50,1491.005923,2017/11/29 21:50,1496.723432,,2017/11/29 21:50,1372.265339,2017/11/30 21:50,1371.947492,,2017/11/30 21:50,1413.956321,2017/12/3 21:50,1416.575291
171,2017/11/22 22:51,1471.219046,2017/11/23 22:21,1465.544303,,2017/11/23 22:21,1473.285575,2017/11/26 21:51,1478.12712,,2017/11/26 21:51,1498.904448,2017/11/27 21:51,1500.970506,,2017/11/27 21:51,1404.199979,2017/11/28 21:51,1395.906594,,2017/11/28 21:51,1490.835731,2017/11/29 21:51,1496.212858,,2017/11/29 21:51,1371.695162,2017/11/30 21:51,1372.090036,,2017/11/30 21:51,1414.09555,2017/12/3 21:51,1416.436061
172,2017/11/22 22:52,1471.039713,2017/11/23 22:22,1465.404284,,2017/11/23 22:22,1473.140909,2017/11/26 21:52,1478.12712,,2017/11/26 21:52,1498.904448,2017/11/27 21:52,1500.917673,,2017/11/27 21:52,1404.164693,2017/11/28 21:52,1395.895096,,2017/11/28 21:52,1490.845707,2017/11/29 21:52,1496.117787,,2017/11/29 21:52,1371.616512,2017/11/30 21:52,1371.963871,,2017/11/30 21:52,1413.965522,2017/12/3 21:52,1416.306033
