,Date,KU-bid,KU-ask,US-bid,US-ask,KU-mean,US-mean,,,Date,KU-bid,KU-ask,US-bid,US-ask,KU-mean,US-mean,,,Date,KU-bid,KU-ask,US-bid,US-ask,KU-mean,US-mean,,,Date,KU-bid,KU-ask,US-bid,US-ask,KU-mean,US-mean,,,Date,KU-bid,KU-ask,US-bid,US-ask,KU-mean,US-mean,,,Date,KU-bid,KU-ask,US-bid,US-ask,KU-mean,US-mean,,,Date,KU-bid,KU-ask,US-bid,US-ask,KU-mean,US-mean,,,Date,KU-bid,KU-ask,US-bid,US-ask,KU-mean,US-mean
96,2017/11/22 21:36,1088.5,1088.6,1088.7,1088.9,1088.55,1088.8,,,2017/11/23 21:06,1083.2,1083.3,1083.4,1083.5,1083.25,1083.45,,,2017/11/26 20:36,1087.7,1087.8,1087.5,1087.9,1087.75,1087.7,,,2017/11/27 20:36,1089.8,1089.9,1090,1090.3,1089.85,1090.15,,,2017/11/28 20:36,1083.6,1083.8,1083.8,1084,1083.7,1083.9,,,2017/11/29 20:36,1081.3,1081.4,1081.3,1081.5,1081.35,1081.4,,,2017/11/30 20:36,1087.6,1087.8,1087.7,1088,1087.7,1087.85,,,2017/12/3 20:36,1087.6,1087.7,1087.5,1087.8,1087.65,1087.65
97,2017/11/22 21:37,1088.5,1088.6,1088.7,1089,1088.55,1088.85,,,2017/11/23 21:07,1083.1,1083.2,1083.3,1083.5,1083.15,1083.4,,,2017/11/26 20:37,1087.5,1087.6,1087.6,1087.9,1087.55,1087.75,,,2017/11/27 20:37,1089.9,1090,1090,1090.2,1089.95,1090.1,,,2017/11/28 20:37,1083.7,1083.8,1083.8,1084,1083.75,1083.9,,,2017/11/29 20:37,1081.5,1081.6,1081.4,1081.6,1081.55,1081.5,,,2017/11/30 20:37,1087.6,1087.7,1087.8,1088,1087.65,1087.9,,,2017/12/3 20:37,1087.5,1087.6,1087.6,1087.9,1087.55,1087.75
98,2017/11/22 21:38,1088.5,1088.6,1088.6,1088.8,1088.55,1088.7,,,2017/11/23 21:08,1083.1,1083.2,1083.3,1083.5,1083.15,1083.4,,,2017/11/26 20:38,1087.3,1087.4,1087.5,1087.8,1087.35,1087.65,,,2017/11/27 20:38,1089.9,1090,1090.1,1090.4,1089.95,1090.25,,,2017/11/28 20:38,1083.7,1083.8,1083.9,1084.1,1083.75,1084,,,2017/11/29 20:38,1081.4,1081.5,1081.5,1081.8,1081.45,1081.65,,,2017/11/30 20:38,1087.6,1087.7,1087.8,1088,1087.65,1087.9,,,2017/12/3 20:38,1087.2,1087.3,1087.4,1087.6,1087.25,1087.5
99,2017/11/22 21:39,1088.5,1088.6,1088.6,1089,1088.55,1088.8,,,2017/11/23 21:09,1083.2,1083.4,1083.5,1083.7,1083.3,1083.6,,,2017/11/26 20:39,1087.3,1087.4,1087.5,1087.8,1087.35,1087.65,,,2017/11/27 20:39,1089.9,1090,1090.1,1090.4,1089.95,1090.25,,,2017/11/28 20:39,1083.7,1083.8,1083.9,1084.1,1083.75,1084,,,2017/11/29 20:39,1081.4,1081.5,1081.6,1081.9,1081.45,1081.75,,,2017/11/30 20:39,1087.8,1087.9,1087.8,1088,1087.85,1087.9,,,2017/12/3 20:39,1087.2,1087.3,1087.3,1087.5,1087.25,1087.4
100,2017/11/22 21:40,1088.5,1088.6,1088.6,1088.8,1088.55,1088.7,,,2017/11/23 21:10,1083.3,1083.4,1083.4,1083.6,1083.35,1083.5,,,2017/11/26 20:40,1087.4,1087.6,1087.6,1087.9,1087.5,1087.75,,,2017/11/27 20:40,1089.8,1089.9,1090,1090.3,1089.85,1090.15,,,2017/11/28 20:40,1083.7,1083.8,1084,1084.1,1083.75,1084.05,,,2017/11/29 20:40,1081.6,1081.7,1081.8,1082,1081.65,1081.9,,,2017/11/30 20:40,1087.8,1087.9,1088,1088.1,1087.85,1088.05,,,2017/12/3 20:40,1087.1,1087.2,1087.2,1087.5,1087.15,1087.35
101,2017/11/22 21:41,1088.5,1088.6,1088.6,1088.8,1088.55,1088.7,,,2017/11/23 21:11,1083.3,1083.4,1083.5,1083.6,1083.35,1083.55,,,2017/11/26 20:41,1087.3,1087.4,1087.6,1087.9,1087.35,1087.75,,,2017/11/27 20:41,1089.9,1090,1090,1090.4,1089.95,1090.2,,,2017/11/28 20:41,1083.7,1083.8,1084,1084.1,1083.75,1084.05,,,2017/11/29 20:41,1082.3,1082.4,1082.3,1082.5,1082.35,1082.4,,,2017/11/30 20:41,1088.3,1088.1,1088,1088.2,1088.2,1088.1,,,2017/12/3 20:41,1087,1087.1,1087.1,1087.5,1087.05,1087.3
102,2017/11/22 21:42,1088.3,1088.5,1088.5,1088.8,1088.4,1088.65,,,2017/11/23 21:12,1083.5,1083.6,1083.5,1083.8,1083.55,1083.65,,,2017/11/26 20:42,1087.3,1087.4,1087.5,1087.8,1087.35,1087.65,,,2017/11/27 20:42,1089.9,1090,1090.1,1090.4,1089.95,1090.25,,,2017/11/28 20:42,1083.6,1083.7,1083.8,1084,1083.65,1083.9,,,2017/11/29 20:42,1082.5,1082.6,1082.4,1082.8,1082.55,1082.6,,,2017/11/30 20:42,1088.3,1088.4,1088.3,1088.5,1088.35,1088.4,,,2017/12/3 20:42,1087.2,1087.3,1087.1,1087.4,1087.25,1087.25
103,2017/11/22 21:43,1088.4,1088.5,1088.5,1088.8,1088.45,1088.65,,,2017/11/23 21:13,1083.7,1083.8,1083.6,1083.9,1083.75,1083.75,,,2017/11/26 20:43,1087.3,1087.4,1087.5,1087.8,1087.35,1087.65,,,2017/11/27 20:43,1089.9,1090,1090.1,1090.5,1089.95,1090.3,,,2017/11/28 20:43,1083.6,1083.7,1083.8,1084,1083.65,1083.9,,,2017/11/29 20:43,1082.5,1082.6,1082.7,1083,1082.55,1082.85,,,2017/11/30 20:43,1088.3,1088.4,1088.3,1088.7,1088.35,1088.5,,,2017/12/3 20:43,1087.2,1087.3,1087.3,1087.5,1087.25,1087.4
104,2017/11/22 21:44,1088.4,1088.5,1088.5,1088.8,1088.45,1088.65,,,2017/11/23 21:14,1083.7,1083.8,1083.9,1084,1083.75,1083.95,,,2017/11/26 20:44,1087.5,1087.6,1087.6,1087.9,1087.55,1087.75,,,2017/11/27 20:44,1089.9,1090,1090.2,1090.4,1089.95,1090.3,,,2017/11/28 20:44,1083.6,1083.7,1083.8,1084,1083.65,1083.9,,,2017/11/29 20:44,1084.7,1084.8,1084.3,1084.4,1084.75,1084.35,,,2017/11/30 20:44,1088.1,1088.4,1088.4,1088.7,1088.25,1088.55,,,2017/12/3 20:44,1087.1,1087.2,1087,1087.3,1087.15,1087.15
105,2017/11/22 21:45,1088.5,1088.6,1088.6,1088.9,1088.55,1088.75,,,2017/11/23 21:15,1083.6,1083.7,1083.8,1084,1083.65,1083.9,,,2017/11/26 20:45,1087.5,1087.6,1087.6,1087.9,1087.55,1087.75,,,2017/11/27 20:45,1090,1090.1,1090.2,1090.4,1090.05,1090.3,,,2017/11/28 20:45,1083.7,1083.8,1083.8,1084,1083.75,1083.9,,,2017/11/29 20:45,1084.1,1084.2,1084.5,1084.8,1084.15,1084.65,,,2017/11/30 20:45,1088.1,1088.2,1088.6,1088.8,1088.15,1088.7,,,2017/12/3 20:45,1086.8,1086.9,1087,1087.3,1086.85,1087.15
106,2017/11/22 21:46,1088.5,1088.6,1088.7,1088.9,1088.55,1088.8,,,2017/11/23 21:16,1083.3,1083.4,1083.9,1084,1083.35,1083.95,,,2017/11/26 20:46,1087.4,1087.5,1087.7,1088,1087.45,1087.85,,,2017/11/27 20:46,1089.9,1090,1090.2,1090.5,1089.95,1090.35,,,2017/11/28 20:46,1084.1,1084.2,1083.8,1084.1,1084.15,1083.95,,,2017/11/29 20:46,1084.1,1084.2,1084.4,1084.7,1084.15,1084.55,,,2017/11/30 20:46,1087.9,1087.8,1088.3,1088.7,1087.85,1088.5,,,2017/12/3 20:46,1086.8,1086.9,1086.8,1087,1086.85,1086.9
107,2017/11/22 21:47,1088.5,1088.6,1088.7,1088.9,1088.55,1088.8,,,2017/11/23 21:17,1083.3,1083.4,1083.5,1083.7,1083.35,1083.6,,,2017/11/26 20:47,1087.4,1087.5,1087.6,1087.8,1087.45,1087.7,,,2017/11/27 20:47,1089.9,1090,1090.1,1090.4,1089.95,1090.25,,,2017/11/28 20:47,1084.1,1084.2,1084.3,1084.5,1084.15,1084.4,,,2017/11/29 20:47,1084.1,1084.2,1084.3,1084.5,1084.15,1084.4,,,2017/11/30 20:47,1087.9,1087.8,1087.9,1088.1,1087.85,1088,,,2017/12/3 20:47,1086.8,1086.9,1087,1087.1,1086.85,1087.05
108,2017/11/22 21:48,1088.5,1088.6,1088.7,1088.9,1088.55,1088.8,,,2017/11/23 21:18,1083.7,1083.8,1083.6,1083.9,1083.75,1083.75,,,2017/11/26 20:48,1087.3,1087.4,1087.5,1087.8,1087.35,1087.65,,,2017/11/27 20:48,1089.8,1089.9,1090,1090.3,1089.85,1090.15,,,2017/11/28 20:48,1083.9,1084,1084.1,1084.3,1083.95,1084.2,,,2017/11/29 20:48,1084.1,1084.2,1084.4,1084.6,1084.15,1084.5,,,2017/11/30 20:48,1087.9,1088,1088,1088.3,1087.95,1088.15,,,2017/12/3 20:48,1086.7,1086.8,1087,1087.2,1086.75,1087.1
109,2017/11/22 21:49,1088.5,1088.6,1088.8,1089,1088.55,1088.9,,,2017/11/23 21:19,1083.7,1083.8,1083.8,1084,1083.75,1083.9,,,2017/11/26 20:49,1087.2,1087.4,1087.4,1087.8,1087.3,1087.6,,,2017/11/27 20:49,1089.8,1089.9,1090,1090.3,1089.85,1090.15,,,2017/11/28 20:49,1083.9,1084,1084,1084.3,1083.95,1084.15,,,2017/11/29 20:49,1083.8,1083.9,1084.1,1084.4,1083.85,1084.25,,,2017/11/30 20:49,1088.2,1088.2,1088.3,1088.6,1088.2,1088.45,,,2017/12/3 20:49,1086.6,1086.7,1086.9,1087.1,1086.65,1087
110,2017/11/22 21:50,1088.5,1088.6,1088.7,1088.9,1088.55,1088.8,,,2017/11/23 21:20,1083.7,1083.8,1083.8,1084,1083.75,1083.9,,,2017/11/26 20:50,1087.6,1087.7,1087.5,1087.6,1087.65,1087.55,,,2017/11/27 20:50,1090,1090.1,1090,1090.2,1090.05,1090.1,,,2017/11/28 20:50,1083.9,1084,1084,1084.3,1083.95,1084.15,,,2017/11/29 20:50,1083.8,1083.9,1084,1084.3,1083.85,1084.15,,,2017/11/30 20:50,1088.2,1088.3,1088.3,1088.6,1088.25,1088.45,,,2017/12/3 20:50,1086.8,1086.9,1086.8,1087,1086.85,1086.9
111,2017/11/22 21:51,1088.3,1088.4,1088.4,1088.6,1088.35,1088.5,,,2017/11/23 21:21,1083.5,1083.6,1083.8,1084,1083.55,1083.9,,,2017/11/26 20:51,1087.6,1087.7,1087.7,1088,1087.65,1087.85,,,2017/11/27 20:51,1090,1090.1,1090.1,1090.4,1090.05,1090.25,,,2017/11/28 20:51,1083.9,1084,1084,1084.3,1083.95,1084.15,,,2017/11/29 20:51,1083.8,1083.9,1084,1084.1,1083.85,1084.05,,,2017/11/30 20:51,1088.2,1088.3,1088.3,1088.6,1088.25,1088.45,,,2017/12/3 20:51,1086.8,1086.9,1087,1087.3,1086.85,1087.15
112,2017/11/22 21:52,1088.2,1088.3,1088.5,1088.6,1088.25,1088.55,,,2017/11/23 21:22,1083.6,1083.7,1083.8,1083.9,1083.65,1083.85,,,2017/11/26 20:52,1087.6,1087.8,1087.8,1088,1087.7,1087.9,,,2017/11/27 20:52,1090,1090.1,1090.2,1090.5,1090.05,1090.35,,,2017/11/28 20:52,1083.8,1084,1084,1084.3,1083.9,1084.15,,,2017/11/29 20:52,1084.3,1084.4,1084.1,1084.5,1084.35,1084.3,,,2017/11/30 20:52,1087.9,1088.2,1088.3,1088.5,1088.05,1088.4,,,2017/12/3 20:52,1086.7,1086.8,1087,1087.3,1086.75,1087.15
113,2017/11/22 21:53,1088.2,1088.3,1088.4,1088.7,1088.25,1088.55,,,2017/11/23 21:23,1083.6,1083.7,1083.7,1083.9,1083.65,1083.8,,,2017/11/26 20:53,1087.8,1087.9,1087.8,1088,1087.85,1087.9,,,2017/11/27 20:53,1090.1,1090.2,1090.3,1090.5,1090.15,1090.4,,,2017/11/28 20:53,1083.8,1084,1084,1084.3,1083.9,1084.15,,,2017/11/29 20:53,1084.1,1084.2,1084.3,1084.5,1084.15,1084.4,,,2017/11/30 20:53,1087.9,1088,1088.3,1088.5,1087.95,1088.4,,,2017/12/3 20:53,1086.6,1086.7,1086.8,1087.1,1086.65,1086.95
114,2017/11/22 21:54,1088.7,1088.8,1088.6,1088.8,1088.75,1088.7,,,2017/11/23 21:24,1083.2,1083.3,1083.3,1083.7,1083.25,1083.5,,,2017/11/26 20:54,1087.7,1087.8,1088,1088.2,1087.75,1088.1,,,2017/11/27 20:54,1090.1,1090.2,1090.5,1090.6,1090.15,1090.55,,,2017/11/28 20:54,1083.9,1084,1084,1084.3,1083.95,1084.15,,,2017/11/29 20:54,1084.6,1084.7,1084.4,1084.7,1084.65,1084.55,,,2017/11/30 20:54,1088.2,1088.1,1088.2,1088.4,1088.15,1088.3,,,2017/12/3 20:54,1086.6,1086.7,1086.8,1087,1086.65,1086.9
115,2017/11/22 21:55,1088.5,1088.6,1088.7,1088.9,1088.55,1088.8,,,2017/11/23 21:25,1083.2,1083.3,1083.4,1083.8,1083.25,1083.6,,,2017/11/26 20:55,1087.7,1087.8,1087.8,1088,1087.75,1087.9,,,2017/11/27 20:55,1090.1,1090.2,1090.3,1090.5,1090.15,1090.4,,,2017/11/28 20:55,1083.9,1084,1084,1084.3,1083.95,1084.15,,,2017/11/29 20:55,1084.6,1084.7,1084.8,1085,1084.65,1084.9,,,2017/11/30 20:55,1088.2,1088.1,1088.1,1088.4,1088.15,1088.25,,,2017/12/3 20:55,1086.6,1086.7,1086.8,1087.1,1086.65,1086.95
116,2017/11/22 21:56,1088.5,1088.6,1088.5,1088.8,1088.55,1088.65,,,2017/11/23 21:26,1083.2,1083.3,1083.5,1083.7,1083.25,1083.6,,,2017/11/26 20:56,1087.9,1088,1088,1088.3,1087.95,1088.15,,,2017/11/27 20:56,1090.1,1090.2,1090.3,1090.5,1090.15,1090.4,,,2017/11/28 20:56,1083.8,1084,1084,1084.3,1083.9,1084.15,,,2017/11/29 20:56,1084.5,1084.6,1084.8,1085,1084.55,1084.9,,,2017/11/30 20:56,1088.2,1088.3,1088.4,1088.5,1088.25,1088.45,,,2017/12/3 20:56,1086.5,1086.6,1086.7,1087,1086.55,1086.85
117,2017/11/22 21:57,1088.6,1088.7,1088.6,1088.9,1088.65,1088.75,,,2017/11/23 21:27,1083.3,1083.4,1083.5,1083.6,1083.35,1083.55,,,2017/11/26 20:57,1087.8,1087.9,1088,1088.2,1087.85,1088.1,,,2017/11/27 20:57,1090.2,1090.3,1090.4,1090.5,1090.25,1090.45,,,2017/11/28 20:57,1083.8,1084,1084,1084.3,1083.9,1084.15,,,2017/11/29 20:57,1084.4,1084.5,1084.6,1085,1084.45,1084.8,,,2017/11/30 20:57,1087.9,1088.2,1088.2,1088.5,1088.05,1088.35,,,2017/12/3 20:57,1086.5,1086.7,1086.7,1087,1086.6,1086.85
118,2017/11/22 21:58,1088.7,1088.8,1088.6,1088.9,1088.75,1088.75,,,2017/11/23 21:28,1083.4,1083.5,1083.5,1083.8,1083.45,1083.65,,,2017/11/26 20:58,1087.7,1087.8,1087.9,1088.1,1087.75,1088,,,2017/11/27 20:58,1090.2,1090.3,1090.5,1090.6,1090.25,1090.55,,,2017/11/28 20:58,1083.8,1083.9,1084,1084.3,1083.85,1084.15,,,2017/11/29 20:58,1084,1084.1,1084.5,1084.8,1084.05,1084.65,,,2017/11/30 20:58,1087.9,1088,1088.2,1088.4,1087.95,1088.3,,,2017/12/3 20:58,1086.5,1086.6,1086.8,1087,1086.55,1086.9
119,2017/11/22 21:59,1088.7,1088.8,1088.8,1088.9,1088.75,1088.85,,,2017/11/23 21:29,1083.4,1083.5,1083.5,1083.9,1083.45,1083.7,,,2017/11/26 20:59,1087.7,1087.8,1087.8,1088,1087.75,1087.9,,,2017/11/27 20:59,1090.2,1090.3,1090.5,1090.7,1090.25,1090.6,,,2017/11/28 20:59,1083.8,1083.9,1084,1084.3,1083.85,1084.15,,,2017/11/29 20:59,1084,1084.1,1084.1,1084.3,1084.05,1084.2,,,2017/11/30 20:59,1087.9,1088,1088,1088.2,1087.95,1088.1,,,2017/12/3 20:59,1086.5,1086.6,1086.8,1087,1086.55,1086.9
120,2017/11/22 22:00,1088.6,1088.7,1088.7,1088.9,1088.65,1088.8,,,2017/11/23 21:30,1083.6,1083.7,1083.5,1083.9,1083.65,1083.7,,,2017/11/26 21:00,1087.7,1087.8,1087.8,1088,1087.75,1087.9,,,2017/11/27 21:00,1090.2,1090.3,1090.3,1090.6,1090.25,1090.45,,,2017/11/28 21:00,1083.8,1083.9,1084,1084.3,1083.85,1084.15,,,2017/11/29 21:00,1083.8,1084,1084,1084.3,1083.9,1084.15,,,2017/11/30 21:00,1088.1,1088.1,1088,1088.3,1088.1,1088.15,,,2017/12/3 21:00,1086.7,1086.8,1086.6,1086.9,1086.75,1086.75
121,2017/11/22 22:01,1088.4,1088.5,1088.8,1089,1088.45,1088.9,,,2017/11/23 21:31,1083.4,1083.5,1083.8,1084,1083.45,1083.9,,,2017/11/26 21:01,1087.7,1087.8,1087.8,1088,1087.75,1087.9,,,2017/11/27 21:01,1090.2,1090.3,1090.4,1090.5,1090.25,1090.45,,,2017/11/28 21:01,1083.7,1083.9,1083.9,1084.2,1083.8,1084.05,,,2017/11/29 21:01,1083.6,1083.7,1083.9,1084,1083.65,1083.95,,,2017/11/30 21:01,1088.1,1088.2,1088.1,1088.4,1088.15,1088.25,,,2017/12/3 21:01,1086.9,1087,1087,1087.3,1086.95,1087.15
122,2017/11/22 22:02,1088.4,1088.5,1088.6,1088.8,1088.45,1088.7,,,2017/11/23 21:32,1083.4,1083.5,1083.6,1084,1083.45,1083.8,,,2017/11/26 21:02,1087.6,1087.7,1087.9,1088.1,1087.65,1088,,,2017/11/27 21:02,1090.1,1090.2,1090.3,1090.7,1090.15,1090.5,,,2017/11/28 21:02,1083.7,1083.9,1083.9,1084.3,1083.8,1084.1,,,2017/11/29 21:02,1083.8,1083.9,1083.8,1084,1083.85,1083.9,,,2017/11/30 21:02,1088.1,1088.3,1088.2,1088.5,1088.2,1088.35,,,2017/12/3 21:02,1088.5,1088.6,1087.7,1088,1088.55,1087.85
123,2017/11/22 22:03,1088.4,1088.5,1088.6,1088.9,1088.45,1088.75,,,2017/11/23 21:33,1083.4,1083.5,1083.6,1083.9,1083.45,1083.75,,,2017/11/26 21:03,1087.6,1087.7,1087.9,1088,1087.65,1087.95,,,2017/11/27 21:03,1090.1,1090.2,1090.3,1090.5,1090.15,1090.4,,,2017/11/28 21:03,1083.7,1083.9,1084,1084.2,1083.8,1084.1,,,2017/11/29 21:03,1083.8,1083.9,1084,1084.1,1083.85,1084.05,,,2017/11/30 21:03,1088.1,1088.3,1088.3,1088.5,1088.2,1088.4,,,2017/12/3 21:03,1088.5,1088.6,1088.4,1088.5,1088.55,1088.45
124,2017/11/22 22:04,1088.4,1088.5,1088.6,1088.9,1088.45,1088.75,,,2017/11/23 21:34,1083.5,1083.6,1083.6,1083.9,1083.55,1083.75,,,2017/11/26 21:04,1087.7,1087.8,1087.8,1088.2,1087.75,1088,,,2017/11/27 21:04,1090.1,1090.2,1090.4,1090.5,1090.15,1090.45,,,2017/11/28 21:04,1082.8,1082.9,1083.3,1083.5,1082.85,1083.4,,,2017/11/29 21:04,1083.9,1084,1084,1084.1,1083.95,1084.05,,,2017/11/30 21:04,1088.1,1088.2,1088.3,1088.5,1088.15,1088.4,,,2017/12/3 21:04,1089,1089.1,1089,1089.5,1089.05,1089.25
125,2017/11/22 22:05,1088.4,1088.5,1088.6,1088.9,1088.45,1088.75,,,2017/11/23 21:35,1083.5,1083.6,1083.7,1083.9,1083.55,1083.8,,,2017/11/26 21:05,1087.8,1088,1087.9,1088,1087.9,1087.95,,,2017/11/27 21:05,1090.1,1090.2,1090.3,1090.5,1090.15,1090.4,,,2017/11/28 21:05,1082.7,1082.8,1083.1,1083.3,1082.75,1083.2,,,2017/11/29 21:05,1083.9,1084,1084,1084.3,1083.95,1084.15,,,2017/11/30 21:05,1087.9,1088,1088.1,1088.4,1087.95,1088.25,,,2017/12/3 21:05,1088.7,1088.8,1088.9,1089,1088.75,1088.95
126,2017/11/22 22:06,1088.5,1088.6,1088.6,1088.8,1088.55,1088.7,,,2017/11/23 21:36,1083.5,1083.6,1083.7,1083.9,1083.55,1083.8,,,2017/11/26 21:06,1088,1088.1,1088.3,1088.5,1088.05,1088.4,,,2017/11/27 21:06,1090.1,1090.3,1090.3,1090.5,1090.2,1090.4,,,2017/11/28 21:06,1083,1083.1,1083,1083.3,1083.05,1083.15,,,2017/11/29 21:06,1083.8,1084,1084,1084.3,1083.9,1084.15,,,2017/11/30 21:06,1087.9,1088,1088.1,1088.5,1087.95,1088.3,,,2017/12/3 21:06,1089,1089.1,1089,1089.3,1089.05,1089.15
127,2017/11/22 22:07,1088.6,1088.7,1088.7,1089,1088.65,1088.85,,,2017/11/23 21:37,1083.4,1083.5,1083.7,1084,1083.45,1083.85,,,2017/11/26 21:07,1088,1088.1,1088.2,1088.5,1088.05,1088.35,,,2017/11/27 21:07,1090.1,1090.3,1090.3,1090.5,1090.2,1090.4,,,2017/11/28 21:07,1083,1083.1,1083.2,1083.4,1083.05,1083.3,,,2017/11/29 21:07,1083.8,1083.9,1084,1084.1,1083.85,1084.05,,,2017/11/30 21:07,1087.9,1088,1088.2,1088.4,1087.95,1088.3,,,2017/12/3 21:07,1089,1089.1,1089,1089.3,1089.05,1089.15
128,2017/11/22 22:08,1088.6,1088.7,1088.8,1089,1088.65,1088.9,,,2017/11/23 21:38,1083.4,1083.5,1083.6,1083.9,1083.45,1083.75,,,2017/11/26 21:08,1087.9,1088.1,1088.1,1088.3,1088,1088.2,,,2017/11/27 21:08,1090.2,1090.4,1090.5,1090.6,1090.3,1090.55,,,2017/11/28 21:08,1083,1083.1,1083.3,1083.5,1083.05,1083.4,,,2017/11/29 21:08,1083.5,1083.6,1083.7,1084,1083.55,1083.85,,,2017/11/30 21:08,1088.1,1088,1088,1088.4,1088.05,1088.2,,,2017/12/3 21:08,1088.9,1089,1089,1089.2,1088.95,1089.1
129,2017/11/22 22:09,1088.8,1088.9,1088.9,1089,1088.85,1088.95,,,2017/11/23 21:39,1083.4,1083.5,1083.5,1083.8,1083.45,1083.65,,,2017/11/26 21:09,1087.9,1088,1088.2,1088.5,1087.95,1088.35,,,2017/11/27 21:09,1090,1090.1,1090.5,1090.6,1090.05,1090.55,,,2017/11/28 21:09,1083,1083.1,1083.1,1083.4,1083.05,1083.25,,,2017/11/29 21:09,1083.8,1084,1083.6,1083.9,1083.9,1083.75,,,2017/11/30 21:09,1088.1,1088.2,1088.3,1088.5,1088.15,1088.4,,,2017/12/3 21:09,1089,1089.1,1089,1089.3,1089.05,1089.15
130,2017/11/22 22:10,1089,1089.1,1089,1089.3,1089.05,1089.15,,,2017/11/23 21:40,1083.5,1083.6,1083.5,1083.9,1083.55,1083.7,,,2017/11/26 21:10,1087.8,1088,1088.1,1088.4,1087.9,1088.25,,,2017/11/27 21:10,1090.1,1090.2,1090.3,1090.5,1090.15,1090.4,,,2017/11/28 21:10,1083,1083.1,1083.3,1083.4,1083.05,1083.35,,,2017/11/29 21:10,1083.8,1083.9,1084,1084.3,1083.85,1084.15,,,2017/11/30 21:10,1087.9,1087.8,1088.1,1088.4,1087.85,1088.25,,,2017/12/3 21:10,1088.8,1088.9,1088.9,1089.2,1088.85,1089.05
131,2017/11/22 22:11,1089,1089.1,1089.1,1089.4,1089.05,1089.25,,,2017/11/23 21:41,1083.5,1083.6,1083.6,1083.9,1083.55,1083.75,,,2017/11/26 21:11,1087.8,1088,1088,1088.3,1087.9,1088.15,,,2017/11/27 21:11,1090.1,1090.2,1090.5,1090.7,1090.15,1090.6,,,2017/11/28 21:11,1083,1083.1,1083.3,1083.4,1083.05,1083.35,,,2017/11/29 21:11,1083.8,1083.9,1084,1084.2,1083.85,1084.1,,,2017/11/30 21:11,1087.9,1087.8,1088,1088.3,1087.85,1088.15,,,2017/12/3 21:11,1088.8,1088.9,1088.9,1089.1,1088.85,1089
132,2017/11/22 22:12,1088.8,1089,1089.2,1089.4,1088.9,1089.3,,,2017/11/23 21:42,1083.5,1083.6,1083.5,1083.9,1083.55,1083.7,,,2017/11/26 21:12,1087.7,1087.8,1088,1088.3,1087.75,1088.15,,,2017/11/27 21:12,1090.2,1090.3,1090.5,1090.8,1090.25,1090.65,,,2017/11/28 21:12,1083,1083.1,1083.1,1083.4,1083.05,1083.25,,,2017/11/29 21:12,1083.5,1083.7,1083.8,1084,1083.6,1083.9,,,2017/11/30 21:12,1087.9,1088,1087.9,1088.3,1087.95,1088.1,,,2017/12/3 21:12,1088.9,1089,1088.9,1089.1,1088.95,1089
133,2017/11/22 22:13,1088.7,1088.8,1089,1089.3,1088.75,1089.15,,,2017/11/23 21:43,1083.4,1083.5,1083.5,1083.9,1083.45,1083.7,,,2017/11/26 21:13,1087.6,1087.7,1087.8,1088,1087.65,1087.9,,,2017/11/27 21:13,1090.2,1090.3,1090.5,1090.7,1090.25,1090.6,,,2017/11/28 21:13,1083,1083.1,1083,1083.3,1083.05,1083.15,,,2017/11/29 21:13,1083.6,1083.7,1083.6,1083.8,1083.65,1083.7,,,2017/11/30 21:13,1087.9,1088.1,1088.2,1088.5,1088,1088.35,,,2017/12/3 21:13,1089,1089.1,1088.8,1089.2,1089.05,1089
134,2017/11/22 22:14,1088.7,1088.8,1088.9,1089.1,1088.75,1089,,,2017/11/23 21:44,1083.4,1083.5,1083.7,1083.9,1083.45,1083.8,,,2017/11/26 21:14,1087.4,1087.5,1087.7,1087.9,1087.45,1087.8,,,2017/11/27 21:14,1090.3,1090.4,1090.5,1090.7,1090.35,1090.6,,,2017/11/28 21:14,1083,1083.1,1083.2,1083.5,1083.05,1083.35,,,2017/11/29 21:14,1083.5,1083.6,1083.6,1083.9,1083.55,1083.75,,,2017/11/30 21:14,1087.9,1088,1088.3,1088.5,1087.95,1088.4,,,2017/12/3 21:14,1088.8,1088.9,1089,1089.2,1088.85,1089.1
135,2017/11/22 22:15,1089,1089.1,1089,1089.3,1089.05,1089.15,,,2017/11/23 21:45,1083.5,1083.6,1083.5,1083.8,1083.55,1083.65,,,2017/11/26 21:15,1087.4,1087.5,1087.6,1087.9,1087.45,1087.75,,,2017/11/27 21:15,1090.3,1090.4,1090.5,1090.8,1090.35,1090.65,,,2017/11/28 21:15,1083,1083.1,1083.1,1083.4,1083.05,1083.25,,,2017/11/29 21:15,1083.5,1083.6,1083.6,1084,1083.55,1083.8,,,2017/11/30 21:15,1087.9,1088,1088.1,1088.4,1087.95,1088.25,,,2017/12/3 21:15,1088.8,1088.9,1088.9,1089.1,1088.85,1089
136,2017/11/22 22:16,1089,1089.1,1089.1,1089.4,1089.05,1089.25,,,2017/11/23 21:46,1083.7,1083.8,1083.7,1084,1083.75,1083.85,,,2017/11/26 21:16,1087.5,1087.6,1087.7,1088,1087.55,1087.85,,,2017/11/27 21:16,1090.3,1090.4,1090.5,1090.8,1090.35,1090.65,,,2017/11/28 21:16,1083.2,1083.3,1083.3,1083.4,1083.25,1083.35,,,2017/11/29 21:16,1083.9,1084,1083.6,1084,1083.95,1083.8,,,2017/11/30 21:16,1087.8,1088,1088.1,1088.4,1087.9,1088.25,,,2017/12/3 21:16,1089,1089.1,1088.9,1089.1,1089.05,1089
